date,customer_id,segment,product_id,category,revenue,cost,profit
2024-05-19,1132,Basic,P3,Service,70.29,47.49,22.8
2024-05-19,1149,Basic,P3,Service,96.54,66.7,29.84
2024-05-22,1148,Standard,P3,Service,93.73,58.56,35.17
2024-05-25,1015,Standard,P3,Service,82.33,53.94,28.39
2024-05-30,1078,Standard,P3,Service,75.88,51.05,24.83
2024-05-30,1143,Premium,P3,Service,71.68,49.31,22.37
2024-06-04,1078,Standard,P3,Service,76.98,51.71,25.27
2024-06-05,1094,Premium,P3,Service,71.88,47.81,24.07
2024-06-10,1007,Premium,P3,Service,81.27,54.72,26.55
2024-06-12,1051,Standard,P3,Service,77.86,49.61,28.25
2024-06-13,1161,Premium,P3,Service,87.14,59.76,27.38
2024-06-14,1123,Standard,P3,Service,75.63,51.24,24.39
2024-06-18,1014,Premium,P3,Service,82.18,52.56,29.62
2024-06-22,1043,Standard,P3,Service,85.43,57.06,28.37
2024-06-25,1149,Basic,P3,Service,85.81,52.66,33.15
2024-06-27,1132,Basic,P3,Service,92.43,59.56,32.87
2024-06-29,1019,Basic,P3,Service,97.59,65.74,31.85
2024-07-02,1137,Standard,P3,Service,91.77,82.15,9.62
2024-07-13,1101,Basic,P3,Service,76.1,67.84,8.26
2024-07-13,1191,Premium,P3,Service,94.8,74.83,19.97
2024-07-15,1008,Standard,P3,Service,77.4,60.11,17.29
2024-07-16,1077,Premium,P3,Service,89.42,75.62,13.8
2024-07-18,1069,Standard,P3,Service,96.67,79.6,17.07
2024-07-21,1026,Premium,P3,Service,71.55,57.13,14.42
2024-07-21,1184,Premium,P3,Service,80.81,67.37,13.44
2024-07-27,1072,Standard,P3,Service,87.46,73.15,14.31
2024-07-29,1131,Basic,P3,Service,77.34,67.55,9.79
2024-07-29,1084,Premium,P3,Service,79.68,68.61,11.07
2024-07-29,1169,Standard,P3,Service,89.54,79.97,9.57
2024-07-31,1090,Premium,P3,Service,95.7,76.06,19.64
2024-08-03,1148,Standard,P3,Service,81.94,67.28,14.66
2024-08-05,1031,Standard,P3,Service,80.3,63.17,17.13
2024-08-11,1079,Standard,P3,Service,71.13,59.1,12.03
2024-08-12,1149,Basic,P3,Service,94.9,78.89,16.01
2024-08-16,1021,Basic,P3,Service,98.52,74.64,23.88
2024-08-17,1122,Standard,P3,Service,89.96,80.69,9.27
2024-08-19,1148,Standard,P3,Service,87.29,78.19,9.1
2024-08-22,1000,Standard,P3,Service,94.25,73.64,20.61
2024-08-23,1035,Basic,P3,Service,80.05,60.97,19.08
2024-08-24,1105,Standard,P3,Service,79.86,70.88,8.98
2024-08-25,1001,Basic,P3,Service,87.31,70.93,16.38
2024-08-30,1179,Premium,P3,Service,98.81,84.25,14.56
2024-08-31,1112,Standard,P3,Service,87.61,77.8,9.81
2024-08-31,1043,Standard,P3,Service,79.16,67.71,11.45
2024-09-01,1155,Standard,P3,Service,92.34,75.5,16.84
2024-09-09,1170,Premium,P3,Service,84.87,74.72,10.15
2024-09-17,1019,Basic,P3,Service,92.69,78.76,13.93
2024-09-22,1187,Premium,P3,Service,83.17,66.21,16.96
2024-09-27,1071,Standard,P3,Service,88.07,74.69,13.38
2024-09-30,1024,Basic,P3,Service,94.34,80.05,14.29
2024-10-08,1087,Standard,P3,Service,79.96,64.01,15.95
2024-10-08,1137,Standard,P3,Service,88.74,75.92,12.82
2024-10-10,1068,Standard,P3,Service,71.53,54.12,17.41
2024-10-18,1119,Standard,P3,Service,86.84,70.24,16.6
2024-10-18,1091,Standard,P3,Service,99.41,76.18,23.23
2024-10-21,1089,Standard,P3,Service,84.33,65.85,18.48
2024-10-21,1089,Standard,P3,Service,99.68,80.71,18.97
2024-10-25,1096,Standard,P3,Service,96.47,81.83,14.64
2024-10-26,1037,Basic,P3,Service,71.99,63.98,8.01
2024-10-31,1028,Standard,P3,Service,82.63,70.6,12.03
2024-11-02,1165,Basic,P3,Service,98.19,76.21,21.98
2024-11-03,1079,Standard,P3,Service,97.25,76.99,20.26
2024-11-04,1051,Standard,P3,Service,75.12,63.68,11.44
2024-11-13,1168,Premium,P3,Service,74.35,56.74,17.61
2024-11-13,1036,Standard,P3,Service,89.75,80.71,9.04
2024-11-14,1185,Standard,P3,Service,74.91,63.03,11.88
2024-11-15,1076,Premium,P3,Service,94.12,76.85,17.27
2024-11-18,1107,Standard,P3,Service,95.69,79.16,16.53
2024-11-21,1123,Standard,P3,Service,73.83,61.63,12.2
2024-11-23,1092,Standard,P3,Service,97.76,86.12,11.64
2024-11-27,1049,Premium,P3,Service,99.23,81.09,18.14
2024-12-01,1051,Standard,P3,Service,76.08,65.17,10.91
2024-12-03,1091,Standard,P3,Service,84.42,71.1,13.32
2024-12-11,1048,Standard,P3,Service,95.17,84.15,11.02
2024-12-12,1164,Standard,P3,Service,75.14,60.44,14.7
2024-12-15,1144,Premium,P3,Service,81.01,72.6,8.41
2024-12-22,1045,Standard,P3,Service,75.29,58.04,17.25
2024-01-08,1180,Standard,P3,Service,81.36,50.28,31.08
2024-01-11,1138,Basic,P3,Service,79.76,55.46,24.3
2024-01-12,1151,Premium,P3,Service,99.3,65.66,33.64
2024-01-14,1062,Basic,P3,Service,91.16,59.06,32.1
2024-01-18,1150,Premium,P3,Service,77.54,53.78,23.76
2024-01-19,1174,Basic,P3,Service,76.5,52.53,23.97
2024-01-20,1181,Standard,P3,Service,86.56,59.72,26.84
2024-01-21,1056,Standard,P3,Service,70.87,47.41,23.46
2024-01-21,1073,Standard,P3,Service,72.04,48.07,23.97
2024-01-22,1025,Premium,P3,Service,93.3,63.74,29.56
2024-01-28,1032,Standard,P3,Service,79.48,54.94,24.54
2024-01-28,1146,Basic,P3,Service,77.51,47.68,29.83
2024-01-29,1100,Premium,P3,Service,82.46,57.62,24.84
2024-02-03,1005,Standard,P3,Service,80.68,54.12,26.56
2024-02-05,1082,Standard,P3,Service,92.43,58.16,34.27
2024-02-07,1159,Premium,P3,Service,75.69,47.1,28.59
2024-02-14,1092,Standard,P3,Service,77.93,47.08,30.85
2024-02-16,1187,Premium,P3,Service,73.73,50.81,22.92
2024-02-22,1151,Premium,P3,Service,89.78,57.02,32.76
2024-02-27,1125,Premium,P3,Service,91.69,63.96,27.73
2024-02-27,1102,Premium,P3,Service,85.12,51.69,33.43
2024-03-04,1153,Standard,P3,Service,70.75,45.1,25.65
2024-03-08,1066,Basic,P3,Service,80.96,52.27,28.69
2024-03-09,1116,Premium,P3,Service,84.41,54.38,30.03
2024-03-18,1025,Premium,P3,Service,94.01,63.96,30.05
2024-03-24,1082,Standard,P3,Service,85.69,54.46,31.23
2024-03-26,1004,Standard,P3,Service,76.09,46.43,29.66
2024-03-28,1179,Premium,P3,Service,75.71,46.84,28.87
2024-03-29,1132,Basic,P3,Service,81.15,53.4,27.75
2024-04-02,1172,Premium,P3,Service,99.67,65.3,34.37
2024-04-03,1041,Basic,P3,Service,99.21,67.99,31.22
2024-04-08,1190,Basic,P3,Service,77.89,46.99,30.9
2024-04-19,1035,Basic,P3,Service,91.46,60.86,30.6
2024-04-20,1099,Basic,P3,Service,85.9,52.43,33.47
2024-04-20,1047,Premium,P3,Service,92.46,63.25,29.21
2024-04-20,1105,Standard,P3,Service,88.1,59.38,28.72
2024-04-21,1055,Basic,P3,Service,95.65,60.21,35.44
2024-04-24,1035,Basic,P3,Service,70.76,44.13,26.63
2024-04-24,1200,Premium,P3,Service,99.42,64.75,34.67
2024-04-25,1080,Standard,P3,Service,74.28,47.6,26.68
2024-04-25,1013,Basic,P3,Service,89.85,58.12,31.73
2024-04-26,1090,Premium,P3,Service,79.02,50.84,28.18
2024-04-26,1153,Standard,P3,Service,90.08,56.53,33.55
2024-04-27,1195,Basic,P3,Service,82.27,51.43,30.84
2024-05-03,1006,Premium,P3,Service,85.8,58.24,27.56
2024-05-05,1003,Basic,P3,Service,95.24,63.44,31.8
2024-05-06,1006,Premium,P3,Service,95.9,59.36,36.54
2024-05-07,1048,Standard,P3,Service,93.4,57.11,36.29
2024-05-11,1170,Premium,P3,Service,83.38,50.93,32.45
2024-05-21,1023,Standard,P3,Service,82.09,56.39,25.7
2024-05-24,1065,Basic,P3,Service,91.14,58.47,32.67
2024-05-28,1165,Basic,P3,Service,70.23,44.19,26.04
2024-05-30,1041,Basic,P3,Service,87.72,54.62,33.1
2024-05-30,1081,Standard,P3,Service,97.12,63.38,33.74
2024-06-07,1084,Premium,P3,Service,71.82,48.67,23.15
2024-06-07,1150,Premium,P3,Service,71.16,46.33,24.83
2024-06-08,1005,Standard,P3,Service,71.77,46.34,25.43
2024-06-10,1082,Standard,P3,Service,94.0,64.0,30.0
2024-06-17,1024,Basic,P3,Service,90.84,54.53,36.31
2024-06-22,1190,Basic,P3,Service,76.09,51.82,24.27
2024-06-24,1118,Premium,P3,Service,73.37,48.11,25.26
2024-06-25,1146,Basic,P3,Service,79.02,51.54,27.48
2024-06-25,1027,Premium,P3,Service,88.41,55.42,32.99
2024-06-26,1134,Premium,P3,Service,81.5,52.12,29.38
2024-06-28,1182,Basic,P3,Service,72.62,50.76,21.86
2024-07-01,1026,Premium,P3,Service,87.67,69.05,18.62
2024-07-02,1108,Premium,P3,Service,87.15,67.77,19.38
2024-07-08,1174,Basic,P3,Service,94.08,76.39,17.69
2024-07-11,1038,Standard,P3,Service,93.89,71.35,22.54
2024-07-11,1144,Premium,P3,Service,72.21,54.52,17.69
2024-07-12,1185,Standard,P3,Service,81.16,69.18,11.98
2024-07-20,1125,Premium,P3,Service,75.0,62.05,12.95
2024-07-20,1093,Premium,P3,Service,83.87,65.92,17.95
2024-07-25,1066,Basic,P3,Service,98.17,83.02,15.15
2024-07-25,1177,Basic,P3,Service,97.83,78.42,19.41
2024-07-27,1083,Standard,P3,Service,95.97,72.08,23.89
2024-08-02,1088,Standard,P3,Service,96.65,75.84,20.81
2024-08-10,1103,Basic,P3,Service,88.17,75.49,12.68
2024-08-13,1156,Standard,P3,Service,70.72,58.24,12.48
2024-08-13,1048,Standard,P3,Service,81.72,65.33,16.39
2024-08-18,1175,Standard,P3,Service,73.32,59.56,13.76
2024-08-21,1181,Standard,P3,Service,70.87,58.6,12.27
2024-08-23,1173,Premium,P3,Service,75.99,63.54,12.45
2024-08-25,1092,Standard,P3,Service,73.73,59.61,14.12
2024-08-28,1098,Premium,P3,Service,71.18,60.02,11.16
2024-08-30,1159,Premium,P3,Service,86.57,69.15,17.42
2024-09-07,1025,Premium,P3,Service,76.88,67.41,9.47
2024-09-07,1004,Standard,P3,Service,75.75,61.96,13.79
2024-09-12,1041,Basic,P3,Service,91.0,80.45,10.55
2024-09-14,1171,Standard,P3,Service,72.44,64.25,8.19
2024-09-16,1007,Premium,P3,Service,95.89,83.01,12.88
2024-09-22,1074,Standard,P3,Service,91.53,69.14,22.39
2024-09-23,1152,Standard,P3,Service,98.28,78.42,19.86
2024-09-24,1112,Standard,P3,Service,87.32,66.27,21.05
2024-09-24,1033,Standard,P3,Service,91.27,70.81,20.46
2024-09-28,1029,Premium,P3,Service,71.83,60.6,11.23
2024-09-30,1065,Basic,P3,Service,84.62,72.16,12.46
2024-10-01,1029,Premium,P3,Service,90.6,78.63,11.97
2024-10-02,1041,Basic,P3,Service,94.91,78.32,16.59
2024-10-11,1022,Premium,P3,Service,97.11,86.19,10.92
2024-10-11,1140,Standard,P3,Service,94.45,78.61,15.84
2024-10-11,1125,Premium,P3,Service,95.37,82.91,12.46
2024-10-16,1103,Basic,P3,Service,81.87,72.49,9.38
2024-10-17,1169,Standard,P3,Service,80.59,68.15,12.44
2024-10-22,1193,Standard,P3,Service,71.78,61.88,9.9
2024-10-23,1064,Premium,P3,Service,93.22,79.01,14.21
2024-10-28,1015,Standard,P3,Service,76.88,58.6,18.28
2024-10-30,1173,Premium,P3,Service,77.45,66.9,10.55
2024-11-17,1196,Standard,P3,Service,79.62,69.9,9.72
2024-11-18,1080,Standard,P3,Service,81.03,65.66,15.37
2024-11-23,1037,Basic,P3,Service,90.61,71.84,18.77
2024-11-27,1028,Standard,P3,Service,94.24,81.52,12.72
2024-12-07,1057,Basic,P3,Service,97.93,87.87,10.06
2024-12-07,1197,Premium,P3,Service,89.58,75.65,13.93
2024-12-10,1137,Standard,P3,Service,98.39,88.19,10.2
2024-12-10,1032,Standard,P3,Service,85.28,72.69,12.59
2024-12-11,1002,Standard,P3,Service,71.46,61.34,10.12
2024-12-14,1179,Premium,P3,Service,81.9,71.69,10.21
2024-12-17,1015,Standard,P3,Service,89.9,75.71,14.19
2024-12-17,1038,Standard,P3,Service,77.75,67.92,9.83
2024-12-19,1140,Standard,P3,Service,76.19,63.84,12.35
2024-12-21,1032,Standard,P3,Service,83.81,71.69,12.12
2024-12-31,1189,Premium,P3,Service,77.33,65.77,11.56
2024-01-02,1122,Standard,P3,Service,83.13,57.17,25.96
2024-01-08,1025,Premium,P3,Service,93.7,59.96,33.74
2024-01-09,1153,Standard,P3,Service,87.36,59.64,27.72
2024-01-11,1123,Standard,P3,Service,85.57,57.89,27.68
2024-01-19,1039,Standard,P3,Service,86.07,53.37,32.7
2024-01-22,1079,Standard,P3,Service,99.65,62.08,37.57
2024-01-27,1011,Premium,P3,Service,79.95,54.19,25.76
2024-01-29,1121,Standard,P3,Service,97.03,64.16,32.87
2024-02-01,1198,Premium,P3,Service,97.74,65.17,32.57
2024-02-06,1117,Premium,P3,Service,70.39,49.01,21.38
2024-02-07,1101,Basic,P3,Service,91.78,58.82,32.96
2024-02-11,1050,Standard,P3,Service,71.58,46.14,25.44
2024-02-17,1083,Standard,P3,Service,75.2,45.29,29.91
2024-02-17,1159,Premium,P3,Service,86.06,57.84,28.22
2024-02-21,1179,Premium,P3,Service,94.77,65.92,28.85
2024-02-23,1068,Standard,P3,Service,81.78,49.83,31.95
2024-02-26,1191,Premium,P3,Service,77.74,53.43,24.31
2024-02-27,1177,Basic,P3,Service,93.02,63.32,29.7
2024-03-02,1157,Standard,P3,Service,88.33,61.16,27.17
2024-03-03,1132,Basic,P3,Service,88.31,61.66,26.65
2024-03-08,1066,Basic,P3,Service,99.6,61.98,37.62
2024-03-16,1199,Basic,P3,Service,84.11,53.18,30.93
2024-03-21,1010,Premium,P3,Service,77.58,47.28,30.3
2024-03-26,1090,Premium,P3,Service,75.69,46.6,29.09
2024-03-27,1047,Premium,P3,Service,83.77,55.04,28.73
2024-03-30,1186,Basic,P3,Service,92.49,57.96,34.53
2024-04-05,1057,Basic,P3,Service,93.64,60.99,32.65
2024-04-09,1148,Standard,P3,Service,94.89,60.5,34.39
2024-04-12,1038,Standard,P3,Service,84.97,57.82,27.15
2024-04-24,1153,Standard,P3,Service,85.22,51.19,34.03
2024-04-27,1014,Premium,P3,Service,72.44,50.02,22.42
2024-05-04,1137,Standard,P3,Service,79.82,51.06,28.76
2024-05-05,1022,Premium,P3,Service,85.74,58.11,27.63
2024-05-18,1090,Premium,P3,Service,99.98,68.86,31.12
2024-05-23,1148,Standard,P3,Service,89.23,53.7,35.53
2024-05-24,1057,Basic,P3,Service,80.81,51.1,29.71
2024-06-08,1027,Premium,P3,Service,75.07,49.15,25.92
2024-06-10,1089,Standard,P3,Service,92.56,61.19,31.37
2024-06-14,1137,Standard,P3,Service,98.33,65.09,33.24
2024-06-15,1043,Standard,P3,Service,99.59,59.77,39.82
2024-06-21,1111,Basic,P3,Service,83.3,53.18,30.12
2024-06-22,1014,Premium,P3,Service,90.72,62.61,28.11
2024-06-25,1192,Basic,P3,Service,70.8,44.11,26.69
2024-07-03,1125,Premium,P3,Service,80.79,68.99,11.8
2024-07-06,1037,Basic,P3,Service,71.59,57.22,14.37
2024-07-08,1170,Premium,P3,Service,84.14,66.68,17.46
2024-07-14,1175,Standard,P3,Service,74.01,57.29,16.72
2024-07-17,1167,Basic,P3,Service,95.15,76.08,19.07
2024-07-19,1124,Standard,P3,Service,73.93,59.08,14.85
2024-07-21,1020,Standard,P3,Service,76.0,59.39,16.61
2024-07-25,1131,Basic,P3,Service,87.02,69.86,17.16
2024-07-26,1186,Basic,P3,Service,85.35,73.61,11.74
2024-07-27,1063,Basic,P3,Service,81.35,66.7,14.65
2024-07-29,1037,Basic,P3,Service,84.68,74.0,10.68
2024-08-02,1043,Standard,P3,Service,76.95,66.39,10.56
2024-08-03,1152,Standard,P3,Service,86.84,76.11,10.73
2024-08-06,1132,Basic,P3,Service,95.46,76.45,19.01
2024-08-16,1198,Premium,P3,Service,87.23,72.81,14.42
2024-08-17,1156,Standard,P3,Service,72.28,62.62,9.66
2024-08-18,1175,Standard,P3,Service,85.77,68.46,17.31
2024-08-23,1160,Premium,P3,Service,96.95,76.91,20.04
2024-08-26,1056,Standard,P3,Service,77.93,68.4,9.53
2024-08-30,1195,Basic,P3,Service,96.51,75.86,20.65
2024-09-04,1020,Standard,P3,Service,92.51,73.45,19.06
2024-09-04,1145,Standard,P3,Service,91.64,80.67,10.97
2024-09-05,1197,Premium,P3,Service,85.44,70.34,15.1
2024-09-06,1199,Basic,P3,Service,79.69,67.87,11.82
2024-09-09,1039,Standard,P3,Service,75.51,63.42,12.09
2024-09-12,1171,Standard,P3,Service,70.86,57.7,13.16
2024-09-13,1127,Basic,P3,Service,84.93,66.65,18.28
2024-09-16,1190,Basic,P3,Service,87.41,66.96,20.45
2024-09-26,1082,Standard,P3,Service,71.57,64.05,7.52
2024-09-30,1100,Premium,P3,Service,70.47,60.28,10.19
2024-10-01,1169,Standard,P3,Service,87.76,75.25,12.51
2024-10-03,1117,Premium,P3,Service,70.44,58.01,12.43
2024-10-05,1180,Standard,P3,Service,80.83,67.88,12.95
2024-10-06,1126,Standard,P3,Service,82.58,72.42,10.16
2024-10-07,1151,Premium,P3,Service,73.76,59.16,14.6
2024-10-09,1164,Standard,P3,Service,79.54,70.81,8.73
2024-10-10,1059,Standard,P3,Service,79.06,63.53,15.53
2024-10-11,1194,Standard,P3,Service,81.99,70.56,11.43
2024-10-15,1084,Premium,P3,Service,87.84,70.67,17.17
2024-10-19,1062,Basic,P3,Service,72.23,56.24,15.99
2024-10-24,1096,Standard,P3,Service,95.71,72.57,23.14
2024-10-25,1029,Premium,P3,Service,91.04,71.22,19.82
2024-10-27,1070,Basic,P3,Service,98.7,77.13,21.57
2024-10-28,1050,Standard,P3,Service,73.64,55.64,18.0
2024-10-29,1158,Premium,P3,Service,70.87,54.75,16.12
2024-11-06,1160,Premium,P3,Service,81.03,72.83,8.2
2024-11-08,1137,Standard,P3,Service,74.81,62.05,12.76
2024-11-12,1151,Premium,P3,Service,83.43,72.91,10.52
2024-11-13,1091,Standard,P3,Service,83.05,66.46,16.59
2024-11-15,1104,Premium,P3,Service,80.55,62.01,18.54
2024-11-21,1167,Basic,P3,Service,73.19,60.79,12.4
2024-11-22,1099,Basic,P3,Service,72.71,57.81,14.9
2024-11-30,1106,Standard,P3,Service,96.47,72.51,23.96
2024-12-01,1053,Standard,P3,Service,75.79,63.36,12.43
2024-12-04,1157,Standard,P3,Service,91.82,77.09,14.73
2024-12-08,1106,Standard,P3,Service,99.08,80.08,19.0
2024-12-09,1089,Standard,P3,Service,82.01,64.61,17.4
2024-12-14,1133,Standard,P3,Service,78.3,64.57,13.73
2024-12-23,1051,Standard,P3,Service,99.22,89.24,9.98
2024-12-25,1119,Standard,P3,Service,99.78,85.98,13.8
2024-12-28,1037,Basic,P3,Service,82.8,64.74,18.06
2024-01-02,1155,Standard,P3,Service,70.62,49.24,21.38
2024-01-06,1038,Standard,P3,Service,86.2,57.71,28.49
2024-01-10,1028,Standard,P3,Service,80.66,53.84,26.82
2024-01-11,1058,Basic,P3,Service,76.51,53.38,23.13
2024-01-12,1185,Standard,P3,Service,71.72,46.72,25.0
2024-01-15,1052,Standard,P3,Service,92.2,63.79,28.41
2024-01-17,1140,Standard,P3,Service,91.99,56.27,35.72
2024-01-23,1025,Premium,P3,Service,71.2,44.35,26.85
2024-01-25,1034,Premium,P3,Service,98.83,65.14,33.69
2024-01-25,1167,Basic,P3,Service,78.94,48.7,30.24
2024-01-29,1021,Basic,P3,Service,96.14,63.42,32.72
2024-01-29,1196,Standard,P3,Service,97.73,64.86,32.87
2024-01-30,1063,Basic,P3,Service,89.73,61.23,28.5
2024-01-31,1018,Standard,P3,Service,75.66,48.89,26.77
2024-02-01,1077,Premium,P3,Service,85.81,52.93,32.88
2024-02-03,1033,Standard,P3,Service,81.61,51.54,30.07
2024-02-08,1089,Standard,P3,Service,77.08,49.92,27.16
2024-02-11,1146,Basic,P3,Service,70.9,45.05,25.85
2024-02-14,1044,Premium,P3,Service,77.78,47.95,29.83
2024-02-15,1093,Premium,P3,Service,87.99,58.56,29.43
2024-02-15,1171,Standard,P3,Service,90.54,57.29,33.25
2024-02-15,1191,Premium,P3,Service,98.57,64.0,34.57
2024-02-21,1119,Standard,P3,Service,88.91,61.26,27.65
2024-02-21,1137,Standard,P3,Service,98.7,68.45,30.25
2024-02-29,1080,Standard,P3,Service,72.28,45.93,26.35
2024-03-05,1158,Premium,P3,Service,83.02,57.05,25.97
2024-03-10,1196,Standard,P3,Service,92.96,63.91,29.05
2024-03-11,1170,Premium,P3,Service,98.84,59.46,39.38
2024-03-13,1184,Premium,P3,Service,90.16,62.87,27.29
2024-03-17,1197,Premium,P3,Service,70.04,43.28,26.76
2024-03-27,1096,Standard,P3,Service,95.44,65.81,29.63
2024-03-28,1048,Standard,P3,Service,78.35,49.83,28.52
2024-04-01,1007,Premium,P3,Service,87.43,56.63,30.8
2024-04-02,1069,Standard,P3,Service,95.64,64.13,31.51
2024-04-04,1073,Standard,P3,Service,76.96,48.62,28.34
2024-04-06,1053,Standard,P3,Service,93.91,63.6,30.31
2024-04-08,1194,Standard,P3,Service,76.08,49.96,26.12
2024-04-10,1055,Basic,P3,Service,95.62,64.57,31.05
2024-04-11,1159,Premium,P3,Service,92.66,64.45,28.21
2024-04-14,1102,Premium,P3,Service,75.64,46.19,29.45
2024-04-17,1159,Premium,P3,Service,92.07,56.16,35.91
2024-04-20,1071,Standard,P3,Service,96.87,64.73,32.14
2024-04-25,1057,Basic,P3,Service,85.98,53.99,31.99
2024-04-26,1067,Standard,P3,Service,99.89,67.28,32.61
2024-04-28,1157,Standard,P3,Service,86.45,55.11,31.34
2024-05-04,1051,Standard,P3,Service,81.59,53.07,28.52
2024-05-04,1091,Standard,P3,Service,76.8,50.59,26.21
2024-05-08,1059,Standard,P3,Service,85.17,53.64,31.53
2024-05-09,1161,Premium,P3,Service,88.27,55.57,32.7
2024-05-09,1172,Premium,P3,Service,95.72,66.67,29.05
2024-05-12,1153,Standard,P3,Service,91.75,56.71,35.04
2024-05-15,1176,Basic,P3,Service,77.2,49.64,27.56
2024-05-23,1181,Standard,P3,Service,75.77,48.98,26.79
2024-05-25,1025,Premium,P3,Service,92.54,60.12,32.42
2024-05-27,1102,Premium,P3,Service,89.59,58.91,30.68
2024-05-27,1018,Standard,P3,Service,86.75,56.22,30.53
2024-05-29,1144,Premium,P3,Service,75.09,46.92,28.17
2024-05-30,1142,Premium,P3,Service,73.05,50.26,22.79
2024-06-01,1187,Premium,P3,Service,98.93,59.62,39.31
2024-06-05,1028,Standard,P3,Service,88.93,58.36,30.57
2024-06-07,1103,Basic,P3,Service,81.08,48.82,32.26
2024-06-09,1051,Standard,P3,Service,97.08,60.57,36.51
2024-06-12,1069,Standard,P3,Service,93.69,58.35,35.34
2024-06-21,1086,Premium,P3,Service,97.41,60.88,36.53
2024-06-21,1180,Standard,P3,Service,79.91,48.09,31.82
2024-06-24,1181,Standard,P3,Service,84.96,56.52,28.44
2024-06-29,1198,Premium,P3,Service,79.23,49.51,29.72
2024-07-03,1132,Basic,P3,Service,75.34,66.66,8.68
2024-07-04,1126,Standard,P3,Service,75.08,59.6,15.48
2024-07-04,1016,Standard,P3,Service,99.26,83.25,16.01
2024-07-05,1057,Basic,P3,Service,75.44,64.95,10.49
2024-07-05,1065,Basic,P3,Service,89.38,69.56,19.82
2024-07-06,1100,Premium,P3,Service,79.62,71.06,8.56
2024-07-12,1044,Premium,P3,Service,83.4,62.91,20.49
2024-07-20,1080,Standard,P3,Service,89.85,77.9,11.95
2024-07-21,1193,Standard,P3,Service,73.73,56.9,16.83
2024-07-27,1100,Premium,P3,Service,73.14,63.68,9.46
2024-07-27,1095,Basic,P3,Service,88.87,78.49,10.38
2024-08-03,1033,Standard,P3,Service,75.87,67.48,8.39
2024-08-08,1185,Standard,P3,Service,73.07,63.17,9.9
2024-08-09,1160,Premium,P3,Service,97.99,84.91,13.08
2024-08-14,1129,Premium,P3,Service,78.08,61.65,16.43
2024-08-24,1119,Standard,P3,Service,81.92,63.83,18.09
2024-08-25,1082,Standard,P3,Service,85.26,71.08,14.18
2024-08-28,1040,Standard,P3,Service,77.12,60.86,16.26
2024-08-29,1143,Premium,P3,Service,92.1,79.24,12.86
2024-09-04,1027,Premium,P3,Service,89.54,67.4,22.14
2024-09-05,1042,Basic,P3,Service,89.75,78.53,11.22
2024-09-06,1135,Basic,P3,Service,74.46,57.7,16.76
